"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","nFORCE__App__c","nFORCE__lookupKey__c","nFORCE__Default_Collapse_Parent_Navigation__c","nFORCE__Is_Archived__c","nFORCE__Is_Questionnaire__c","nFORCE__Parent_Group__c","nFORCE__Screen__c","nFORCE__Taxonomy_Id__c","nFORCE__Category__c","nFORCE__Answer_Context__c","Description_Custom__c","nFORCE__Description__c","nPortal__Context_Type__c","nPortal__Is_Portal_Enabled__c","ChexSystems_route__c"
"a2Bbn000000KMCWEA4","005bn000003k2JdAAI","","Small Business Loan Online Application","2024-08-13T17:48:30.000Z","005bn000003k2JdAAI","2024-08-13T17:50:44.000Z","005bn000003k2JdAAI","","","","small-business-loan-online-application","41241666029060795","false","false","false","","","portal-sbloan","Online Application","","","","Applicant","true",""
