"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Generator_Class__c","nFORCE__lookupKey__c","nFORCE__Category__c","nFORCE__Layout_Description__c","nFORCE__Layout_Preview_Image__c","nFORCE__Visualforce_Page__c","AutorabitExtId__c"
"a2C780000003Lz9EAE","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","42669823203539594","","","","",""
"a2C780000003LzAEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42384311201975589","","","","",""
"a2C780000003LzBEAU","0058c00000BxeO9AAJ","false","TableLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TableLayout","42531362879136297","","","","",""
"a2C780000003LzCEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42565951438092068","","","","",""
"a2C780000003LzDEAU","0058c00000BxeO9AAJ","false","TableLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TableLayout","42752971908378809","","","","",""
"a2C780000003LzEEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42731267334142973","","","","",""
"a2C780000003LzFEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","42386943597415043","","","","",""
"a2C780000003LzGEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","42620587200040948","","","","",""
"a2C780000003LzHEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","42883254986396194","","","","",""
"a2C780000003LzIEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","42269911071702418","","","","",""
"a2C780000003LzJEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42673310533508381","","","","",""
"a2C780000003LzKEAU","0058c00000BxeO9AAJ","false","TableLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TableLayout","42285658143238721","","","","",""
"a2C780000003LzLEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","46671615577847595","","","","",""
"a2C780000003LzMEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","32291619447516420","","","","",""
"a2C780000003LzNEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","37721619447516418","","","","",""
"a2C780000003LzOEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","97211619447516420","","","","",""
"a2C780000003LzPEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","16931619447516420","","","","",""
"a2C780000003LzQEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","88281619447516420","","","","",""
"a2C780000003LzREAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","73031619447516419","","","","",""
"a2C780000003LzSEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","70831619447516421","","","","",""
"a2C780000003LzTEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","82941619447516421","","","","",""
"a2C780000003LzUEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","60691619447516420","","","","",""
"a2C780000003LzVEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","06041619447516421","","","","",""
"a2C780000003LzWEAU","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","87991619447516422","","","","",""
"a2C780000003LzXEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42678061634688011","","","","",""
"a2C780000003LzYEAU","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42650696547658405","","","","",""
"a2C780000003LzZEAU","0058c00000BxeO9AAJ","false","SingleColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.SingleColumnGrid","42017786495228447","","","","",""
"a2C780000003LzaEAE","0058c00000BxeO9AAJ","false","TwoColumnGrid","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.TwoColumnGrid","83621620937673260","","","","",""
"a2C780000003LzbEAE","0058c00000BxeO9AAJ","false","NoLayout","2023-10-31T13:56:27.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","0058c00000BxeO9AAJ","2025-01-15T17:19:19.000Z","Html.Layouts.NoLayout","42597361740996248","","","","",""
